# SRC:3C279 DATE(MJD):57853 FREQ:227.0707GHz
# time(UTC)      T1     T2   U(lambda)        V(lambda)         Iamp(Jy)    Iphase(d)   Isigma(Jy)
01.98472220      AA     LM   1618890752.0000  -3259420160.0000  0.70746255     21.0834  0.00772421
01.98472220      AA     PV  -4438049280.0000  -4712604672.0000  1.02364044   -161.2604  0.00340799
01.98472220      AA     AP       721785.9375     -1839372.8750  7.99055518   -123.9304  0.00321439
01.98472220      AP     PV  -4438775808.0000  -4710770688.0000  1.03775838    -37.7083  0.02568620
01.98472220      AP     LM   1618079744.0000  -3257572096.0000  0.62282937    137.5797  0.05560820
01.98472220      LM     PV  -6056858624.0000  -1453208832.0000  0.20685333    -98.8387  0.05928190
01.98750007      AA     LM   1620018688.0000  -3259532544.0000  0.59180898     20.9953  0.00739391
01.98750007      AA     PV  -4437772800.0000  -4712292352.0000  1.02743157   -161.3053  0.00330860
01.98750007      AA     AP       721441.9375     -1839426.0000  7.99021921   -123.9166  0.00334155
01.98750007      AP     LM   1619317248.0000  -3257695232.0000  0.60419413    139.0327  0.05629441
01.98750007      AP     PV  -4438485504.0000  -4710444032.0000  1.02388343    -35.3932  0.02516363
01.98750007      LM     PV  -6057797632.0000  -1452747520.0000  0.33893349    -99.9048  0.05841045
01.99027777      AA     AP       721079.4375     -1839481.7500  7.99051205   -123.8971  0.00378933
01.99027777      AA     PV  -4437482496.0000  -4711968256.0000  1.00712227   -161.2116  0.00352054
01.99027777      AA     LM   1621214336.0000  -3259651840.0000  0.70347243     20.8666  0.00770653
01.99027777      AP     PV  -4438194176.0000  -4710117888.0000  0.99697251    -38.6102  0.02410614
01.99027777      AP     LM   1620493184.0000  -3257812224.0000  0.78398535    137.7146  0.05400161
01.99027777      LM     PV  -6058698240.0000  -1452303360.0000  0.21326167   -119.1261  0.06117835
01.99305564      AA     PV  -4437176320.0000  -4711628288.0000  1.03893232   -161.2362  0.00331761
01.99305564      AA     AP       720752.8125     -1839532.0000  7.99053614   -123.8819  0.00323204
01.99305564      AA     LM   1622408960.0000  -3259771136.0000  0.73688082     20.8734  0.00730002
01.99305564      AP     LM   1621686144.0000  -3257931264.0000  0.84185586    144.3875  0.05575240
01.99305564      AP     PV  -4437901824.0000  -4709794304.0000  1.02555291    -35.2045  0.02481631
