# SRC:3C279 DATE(MJD):57854 FREQ:227.0707GHz
# time(UTC)      T1     T2   U(lambda)        V(lambda)         Iamp(Jy)    Iphase(d)   Isigma(Jy)
01.04305556      AA     SP  -3240016128.0000   3230070528.0000  0.85639884   -126.5249  0.00980751
01.04305556      AA     PV  -4411320320.0000  -4815718400.0000  0.80939885    174.0437  0.00357747
01.04305556      AA     AP       810262.3125     -1821522.3750  8.01566537    -28.0040  0.00354649
01.04305556      AP     PV  -4412145152.0000  -4813886976.0000  0.79022938   -155.9467  0.02818629
01.04305556      AP     SP  -3240811008.0000   3231893760.0000  0.96826850    -94.5673  0.07245938
01.04305556      PV     SP   1171342720.0000   8045792768.0000  0.53012524    -28.1395  0.07983462
01.04583335      AA     PV  -4411756032.0000  -4815408640.0000  0.85170260    173.9996  0.00375005
01.04583335      AA     SP  -3237854976.0000   3230301696.0000  0.87269108   -126.0540  0.01001984
01.04583335      AA     AP       810044.1250     -1821582.8750  8.01544702    -28.0027  0.00349507
01.04583335      AP     PV  -4412569600.0000  -4813584384.0000  0.83976934   -157.1521  0.02924812
01.04583335      AP     SP  -3238637056.0000   3232126208.0000  0.96877357    -97.0309  0.07825235
01.04583335      PV     SP   1174054016.0000   8045705216.0000  0.40048273    -34.9707  0.07437758
01.04861113      AA     PV  -4412214272.0000  -4815080448.0000  0.82704392    173.9908  0.00364240
01.04861113      AA     AP       809827.0625     -1821642.8750  8.01558827    -27.9922  0.00360669
01.04861113      AA     SP  -3235488256.0000   3230554624.0000  0.86544532   -125.9878  0.00976303
01.04861113      AP     PV  -4413032960.0000  -4813252608.0000  0.82085319   -157.2670  0.03032937
01.04861113      AP     SP  -3236301056.0000   3232376064.0000  0.90802375    -96.7274  0.07900079
01.04861113      PV     SP   1176723456.0000   8045619200.0000  0.44995659    -21.1206  0.07605029
01.05138892      AA     AP       809627.4375     -1821697.8750  8.01558468    -27.9902  0.00367875
01.05138892      AA     PV  -4412687360.0000  -4814740480.0000  0.79874127    173.9161  0.00340490
01.05138892      AA     SP  -3233297920.0000   3230788352.0000  0.80127526   -126.3418  0.00913075
01.05138892      AP     PV  -4413492224.0000  -4812922368.0000  0.78039602   -158.5182  0.02877714
01.05138892      AP     SP  -3234156032.0000   3232604928.0000  0.93321003    -97.2617  0.07717292
01.05138892      PV     SP   1179314048.0000   8045535744.0000  0.45665604    -35.7268  0.07437973
01.05416670      AA     AP       809391.5625     -1821762.8750  8.01482144    -27.9836  0.00368707
01.05416670      AA     SP  -3231077376.0000   3231024896.0000  0.89910986   -126.2897  0.00982442
01.05416670      AA     PV  -4413123072.0000  -4814425088.0000  0.80440279    174.0164  0.00351141
01.05416670      AP     PV  -4413952512.0000  -4812589056.0000  0.80054181   -153.6655  0.02966469
01.05416670      AP     SP  -3231917056.0000   3232843520.0000  0.93716422    -95.2478  0.07402657
01.05416670      PV     SP   1182012928.0000   8045448192.0000  0.32870608    -39.7595  0.07438157
01.05694440      AA     SP  -3228894720.0000   3231257088.0000  0.88966466   -126.3627  0.01027434
01.05694440      AA     PV  -4413572608.0000  -4814098432.0000  0.80222295    173.9613  0.00343868
01.05694440      AA     AP       809183.8750     -1821820.0000  8.01543830    -27.9769  0.00345631
01.05694440      AP     PV  -4414372352.0000  -4812283392.0000  0.79730951   -153.0414  0.02737854
01.05694440      AP     SP  -3229687296.0000   3233080832.0000  0.93997207   -100.8143  0.07339337
01.05694440      PV     SP   1184729600.0000   8045360128.0000  0.35518705     -8.6695  0.07281586
01.05972219      AA     SP  -3226612992.0000   3231499520.0000  0.88534313   -126.4203  0.01008115
01.05972219      AA     PV  -4414026240.0000  -4813767168.0000  0.75075453    174.1478  0.00359839
01.05972219      AA     AP       808964.6250     -1821880.0000  8.01544744    -27.9675  0.00355608
01.05972219      AP     SP  -3227401728.0000   3233323520.0000  0.94113197    -94.8435  0.07703459
01.05972219      AP     PV  -4414831104.0000  -4811948032.0000  0.74344012   -157.9041  0.02750445
01.05972219      PV     SP   1187399680.0000   8045273088.0000  0.30892048    -32.2767  0.07134573
01.06249997      AA     AP       808753.8125     -1821937.7500  8.01530315    -27.9530  0.00379803
01.06249997      AA     SP  -3224350720.0000   3231739648.0000  0.88004762   -126.6996  0.01023579
01.06249997      AA     PV  -4414458880.0000  -4813449216.0000  0.77962558    174.2064  0.00342491
01.06249997      AP     SP  -3225209600.0000   3233556224.0000  0.90950089    -92.1408  0.07749642
01.06249997      AP     PV  -4415263744.0000  -4811630080.0000  0.77504285   -158.1913  0.02764619
01.06249997      PV     SP   1190069248.0000   8045186048.0000  0.39280407    -47.9579  0.07281823
01.06527776      AA     SP  -3222169600.0000   3231970560.0000  0.86422182   -126.3767  0.00983584
01.06527776      AA     PV  -4414898176.0000  -4813124608.0000  0.77500251    174.1056  0.00344393
01.06527776      AA     AP       808531.2500     -1821998.3750  8.01541530    -27.9434  0.00343367
01.06527776      AP     SP  -3222883584.0000   3233802496.0000  0.82898405    -97.0285  0.07975224
01.06527776      AP     PV  -4415716864.0000  -4811294720.0000  0.77902950   -161.1333  0.02777171
01.06527776      PV     SP   1192791680.0000   8045096960.0000  0.40515253    -26.2451  0.07281912
